clip_name,n_annotators,video_id,embed_code,youtube_url,descriptions,interest,alarm,confusion,understanding,frustration,relief,sorrow,joy,anger,gratitude,fear,hope,boredom,surprise,disgust,desire
anim_explorer_driving01_loop_03_head_angle_20,2,504,kfYTIfKmqtM,https://www.youtube.com/watch?v=kfYTIfKmqtM,"this is one of the alarm purpose | looks down then up, glancing to the side",0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0
anim_explorer_driving01_loop_03_head_angle_30,2,592,tVZTZ4bw2Ts,https://www.youtube.com/watch?v=tVZTZ4bw2Ts,"The robot seems to be alarmed or alerted by something. The way its eyes move shows that it is interesting in something however it is quiet, seems to be taking everything in. | the robot see to vision world",0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_driving01_loop_03_head_angle_40,2,503,scTxugc6wMg,https://www.youtube.com/watch?v=scTxugc6wMg,this is funny robot | looks around silently,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0
anim_explorer_driving01_start_01,2,489,7tEAu0n89uY,https://www.youtube.com/watch?v=7tEAu0n89uY,"Robot half closes eyes, then opens them again. | its action is alarm",0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_driving01_start_01_head_angle_-10,2,591,RMFew-2QL4s,https://www.youtube.com/watch?v=RMFew-2QL4s,The robot looks up and down and appears to be confused. It makes a noise that seems like it is questioning something. | the Robot vision up and down,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_driving01_start_01_head_angle_-20,2,502,ygMOb-ar23I,https://www.youtube.com/watch?v=ygMOb-ar23I,The robot seemed surprised by what it sees. | the robot is boredom,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
anim_explorer_driving01_start_01_head_angle_10,2,491,PwtaEs68prw,https://www.youtube.com/watch?v=PwtaEs68prw,"Robot half closes eyes, then opens them wide again while making a sound. | its interest",0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_driving01_start_01_head_angle_20,2,501,hNZqiQ8Ynu0,https://www.youtube.com/watch?v=hNZqiQ8Ynu0,The robot seemed sad and lowered its head in sorrow. | the robot is relief,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_driving01_start_01_head_angle_30,2,490,xxiLUTAuu1I,https://www.youtube.com/watch?v=xxiLUTAuu1I,"Robot looks down briefly, then looks forward again while making a sound. | its fear",0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
anim_explorer_driving01_start_01_head_angle_40,2,500,NOT_VJMJGjc,https://www.youtube.com/watch?v=NOT_VJMJGjc,The robot shook with fear. | the robot is gratitude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
anim_explorer_driving01_start_02_head_angle_-10,2,499,czCm2h_Ci-0,https://www.youtube.com/watch?v=czCm2h_Ci-0,The robot was falling asleep and then woke up with a shock. | the robot is confusion,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
anim_explorer_driving01_start_02_head_angle_-20,2,488,DVg2EUXmghI,https://www.youtube.com/watch?v=DVg2EUXmghI,Robot points eyes downward and then looks forward again. | its confusion,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_explorer_driving01_start_02_head_angle_10,2,498,UUERTgkADZY,https://www.youtube.com/watch?v=UUERTgkADZY,The robot surveyed the situation and then came to a surprise realization. | the robot is anger,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_explorer_driving01_start_02_head_angle_20,2,487,a1SXn8XENWw,https://www.youtube.com/watch?v=a1SXn8XENWw,Robot looks down and then back up. | robot is understanding,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_driving01_start_02_head_angle_30,2,497,PJxFNUCMO9s,https://www.youtube.com/watch?v=PJxFNUCMO9s,"The robot opened its eyes up and said ""wow""! | the robot is surprise",0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
anim_explorer_driving01_start_02_head_angle_40,2,486,x3rMuUT3ovA,https://www.youtube.com/watch?v=x3rMuUT3ovA,Robot has eyes squeezed shut and pops them open. | its relief,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_driving01_turbo_01,2,493,qFig9v_Qads,https://www.youtube.com/watch?v=qFig9v_Qads,The robot raised its head up quickly and widened its eyes. It also let out a scream. | the robot is sorrow,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_explorer_driving01_turbo_01_head_angle_-10,2,496,B8tV_4GqRmM,https://www.youtube.com/watch?v=B8tV_4GqRmM,The robot lifted its head up in surprise and seemed a little bit scared. | the robot is hope,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0
anim_explorer_driving01_turbo_01_head_angle_-20,2,485,tch0je_8Org,https://www.youtube.com/watch?v=tch0je_8Org,"Robot reacts to something, looks downward, and makes a sound. | very interesting",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_explorer_driving01_turbo_01_head_angle_10,2,495,sbX71taysfI,https://www.youtube.com/watch?v=sbX71taysfI,The robot woke up and shook with terror. | the robot is understanding,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
anim_explorer_driving01_turbo_01_head_angle_20,2,484,hJipEiJeFrE,https://www.youtube.com/watch?v=hJipEiJeFrE,"Robot looks up, then forward, and makes a sound. | very interest and joy",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_explorer_driving01_turbo_01_head_angle_30,2,494,GJFMFHFanjw,https://www.youtube.com/watch?v=GJFMFHFanjw,The robot nodded quickly and yelled with joy. | the robot is boredom,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
anim_explorer_driving01_turbo_01_head_angle_40,2,483,yPlYxOlhKIQ,https://www.youtube.com/watch?v=yPlYxOlhKIQ,Robot looks up and then back down and makes a surprised sound. | robot's action is confusion.,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_explorer_drvback_end_01,2,482,Rm9ctyk_vWs,https://www.youtube.com/watch?v=Rm9ctyk_vWs,"Looks down, up for a second then back down. | the robot is angered",0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_drvback_loop_01,2,492,ZDlH4zxcCO4,https://www.youtube.com/watch?v=ZDlH4zxcCO4,Robot shifts eyes and blinks while making two beeping sounds. | its confusion,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_drvback_loop_02,2,481,GrljH_oORHw,https://www.youtube.com/watch?v=GrljH_oORHw,Doesn't move and says beep beep beep. | the robot is frustrated,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
anim_explorer_drvback_loop_03,2,392,nWidb7iswBY,https://www.youtube.com/watch?v=nWidb7iswBY,"It looks down and around, making a beeping sound. | its like alarm its uses to wake up people",0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
anim_explorer_drvback_start_01,2,480,7P7wcYvyYEw,https://www.youtube.com/watch?v=7P7wcYvyYEw,Looks sad and makes a beep noise. | the robot got relived from some task,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
anim_explorer_drvback_start_02,2,391,WzwP29j0XoQ,https://www.youtube.com/watch?v=WzwP29j0XoQ,It looks down then back up with a quick sound. | its look like frustration its siting and felt very tired,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_getin_01,2,479,k_fTnG8QEQQ,https://www.youtube.com/watch?v=k_fTnG8QEQQ,Scoots back looks up and says WHOA! | the robot got bored of something,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
anim_explorer_huh_01,2,475,Zy-RicMFqak,https://www.youtube.com/watch?v=Zy-RicMFqak,Nods his little robot head. | the robot is moving backwards,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_huh_01_head_angle_-10,2,478,52GiCocA0PA,https://www.youtube.com/watch?v=52GiCocA0PA,Wakes up nods and scoots back. | the robot is moving backwards,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
anim_explorer_huh_01_head_angle_-20,1,389,-aPpQ_8wE_Y,https://www.youtube.com/watch?v=-aPpQ_8wE_Y,its look like surprised,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
anim_explorer_huh_01_head_angle_10,2,477,Y9d_LGO7IWE,https://www.youtube.com/watch?v=Y9d_LGO7IWE,Nods head and scoots back a bit. | the robot understands the order given,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_huh_01_head_angle_20,2,388,QlAfqokl1xU,https://www.youtube.com/watch?v=QlAfqokl1xU,It nods its head and moves slightly backwards with a chirp. | its look like angry,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_huh_01_head_angle_30,2,476,RJDLPOkBghw,https://www.youtube.com/watch?v=RJDLPOkBghw,Nods little robot head. | robot is displaying something,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_huh_01_head_angle_40,2,387,_lEMC8WTLrI,https://www.youtube.com/watch?v=_lEMC8WTLrI,It nods its head with a happy sound. | its look like interesting.its willing to see something like wise i thought,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_idle_01_head_angle_-10,2,386,mxlpQNLBALU,https://www.youtube.com/watch?v=mxlpQNLBALU,It looks around and then down to the floor. | this robot is looking like confusion why because it rotate eyes like that,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
anim_explorer_idle_01_head_angle_-20,2,474,uIoPF_wEtCQ,https://www.youtube.com/watch?v=uIoPF_wEtCQ,Stares forward then looks down. | robot blinks eyes,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_explorer_idle_01_head_angle_10,2,385,lKaVGPbDt38,https://www.youtube.com/watch?v=lKaVGPbDt38,It looks up quickly. | this robot is look like fear its blinking like that,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
anim_explorer_idle_01_head_angle_20,2,473,_cjZxKARNfo,https://www.youtube.com/watch?v=_cjZxKARNfo,Looks up quickly. | the robot headsup,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_explorer_idle_01_head_angle_30,2,384,PcWFhHW4Pb4,https://www.youtube.com/watch?v=PcWFhHW4Pb4,It looks around and then up quickly. | its look like gratitude its behave like that,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_idle_01_head_angle_40,2,472,h2whIYHN2HE,https://www.youtube.com/watch?v=h2whIYHN2HE,It raises its head up. Its eyes open wide and move about. | the robot's action is joy and happy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_idle_02,2,380,ZmRk4CfRwZs,https://www.youtube.com/watch?v=ZmRk4CfRwZs,It looks around while making a small noise. | the robot is disgusted,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
anim_explorer_idle_02_head_angle_-10,2,383,NbHZ43H0SME,https://www.youtube.com/watch?v=NbHZ43H0SME,It looks around and makes a sound. | this robot is look like sorrow its act like that,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_idle_02_head_angle_-20,2,471,wvNS_L4pxWA,https://www.youtube.com/watch?v=wvNS_L4pxWA,It lowers its head down. Its eyes open wide and move about. | the robot's feeling is sad and tiered,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
anim_explorer_idle_02_head_angle_10,2,382,cM9IMhDgf_s,https://www.youtube.com/watch?v=cM9IMhDgf_s,"It looks around and makes a ""Rawr"" sound. | this robot is look like contusion why because it behaving like that",0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
anim_explorer_idle_02_head_angle_20,2,470,mJ1eAUI9PgI,https://www.youtube.com/watch?v=mJ1eAUI9PgI,It raises its head up slightly. Its eyes open wide and move about. | i think the action is surprise,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
anim_explorer_idle_02_head_angle_30,2,381,Qrt6Ye13UQs,https://www.youtube.com/watch?v=Qrt6Ye13UQs,It wakes up and looks up making a high pitched noise and then closes its eyes. | the robot action is understanding and interesting,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_explorer_idle_02_head_angle_40,2,469,NqYvqNwxyP0,https://www.youtube.com/watch?v=NqYvqNwxyP0,It raises its head up. Its eyes open wide and move about. | i think the action is confusion,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_explorer_idle_03_head_angle_-10,2,468,w1aVmlJEcmw,https://www.youtube.com/watch?v=w1aVmlJEcmw,It does not move. Its eyes open slightly. | the robot's action in their video is react in sorrow,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
anim_explorer_idle_03_head_angle_-20,2,379,xqKxFVEYbCE,https://www.youtube.com/watch?v=xqKxFVEYbCE,It looks down quickly. | the robot action is understanding.,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
anim_explorer_idle_03_head_angle_10,2,467,jRsWD2dW9Vg,https://www.youtube.com/watch?v=jRsWD2dW9Vg,Its eyes move about. It raises its head slightly. | i think robot's action is feeling in someone,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
anim_explorer_idle_03_head_angle_20,2,378,W8Zj2puRALs,https://www.youtube.com/watch?v=W8Zj2puRALs,It looks up quickly. | the robot is gratitude and surprise.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0
anim_explorer_idle_03_head_angle_30,2,466,uMFgs2rWS-I,https://www.youtube.com/watch?v=uMFgs2rWS-I,It raises its head up. It opens eyes wide. | the robot's were confusion and surprise,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_explorer_idle_03_head_angle_40,2,377,hB5XTxPN4mE,https://www.youtube.com/watch?v=hB5XTxPN4mE,It looks up quickly. | the robot reaction is surprised,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_factory_audio_test_01,2,465,evklIyW0w8w,https://www.youtube.com/watch?v=evklIyW0w8w,It does not move. It makes squeaking and squealing noises. | the robot is anger someone,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_factory_audio_test_02,2,376,Ze8M3zMyNho,https://www.youtube.com/watch?v=Ze8M3zMyNho,It nods repeatedly while making a dial tone noise throughout. | the robot reaction is confusion,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_fistbump_fail_01,2,464,rSD6wGhCirk,https://www.youtube.com/watch?v=rSD6wGhCirk,"It raises its arms up, then lowers them again. It turns to one side. The eyes seem sorrowful. | the robot's feeling was missing some one",0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
anim_fistbump_idle_01,2,375,jirIrV8Mios,https://www.youtube.com/watch?v=jirIrV8Mios,It wakes up and slowly raises its arms and then closes its eyes. | the robot action is very gratitude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5
anim_fistbump_idle_02,2,463,HA4zxiO2jAo,https://www.youtube.com/watch?v=HA4zxiO2jAo,It blinks. It raises its arms up. | the robot's is sorrow of some disappointment,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
anim_fistbump_idle_03,2,374,7JIjTftBVUg,https://www.youtube.com/watch?v=7JIjTftBVUg,It slowly raises its arms while looking at them. | the robot reaction is enjoyable,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_fistbump_requestonce_01,2,462,xk3lsGdKVhU,https://www.youtube.com/watch?v=xk3lsGdKVhU,The robot throws its arms up and covers its head. | The robot appears that it wants something but is somewhat apprehensive about asking. It indicates it desire by raising its arm in a manner to indicate it wants something.,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
anim_fistbump_requestonce_02,2,373,Z2elYqk-eg0,https://www.youtube.com/watch?v=Z2elYqk-eg0,"It slams its arms quickly and its eyes move apart and then back together, raising its arms again afterwards. | it is angry and enjoyable",0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
anim_fistbump_requestoncelong_01,2,461,oGRbBOtPQas,https://www.youtube.com/watch?v=oGRbBOtPQas,The robot makes noises of confusion then throws its arms up. | The robot appears to be confused about something. It ponders something for a few seconds. It suddenly realizes something and indicates that it understands it.,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_fistbump_requesttwice_01,2,372,OQpFB78PK9E,https://www.youtube.com/watch?v=OQpFB78PK9E,It raises its arms several times and makes a faint sound. | the robot is enjoyable,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
anim_fistbump_success_01,2,460,64faKKWSvms,https://www.youtube.com/watch?v=64faKKWSvms,"The robot lifts its arms up several times fast and seems to laugh or make sounds of happiness. | The robot is motionless. With a burst of energy, it raises it's mechanical arm and appears to roar into laughter.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_fistbump_success_02,2,371,ILgKYsZfd2U,https://www.youtube.com/watch?v=ILgKYsZfd2U,"It moves its arms up high then lowers them to tap the ground, backing up and making a sound. | happily stomps ground with arms rapidly",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
anim_fistbump_success_03,2,459,eACiWNj3Bnc,https://www.youtube.com/watch?v=eACiWNj3Bnc,The robot turns in a circle and speaks as if it is upset. | The robot throws his hands in the air. It then slams its arms down in anger. It spins around flailing it arms in frustration and disgust.,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
anim_freeplay_reacttoface_identified_01,2,457,7BVWPsQ21WU,https://www.youtube.com/watch?v=7BVWPsQ21WU,The robot scrunches its eyes shut and throws its arms up. | The robot appears curious about something. It then seems surprise by it.,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_freeplay_reacttoface_identified_01_head_angle_-20,2,370,uzQXr45Leu0,https://www.youtube.com/watch?v=uzQXr45Leu0,"It wakes up, squints, makes a happy sound, moves its arms and then goes back to sleep. | opens eyes, nods with head and arms",0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
anim_freeplay_reacttoface_identified_01_head_angle_20,2,458,uf-XFC0BfKg,https://www.youtube.com/watch?v=uf-XFC0BfKg,The robot appears to be smiling and waving its arms up. | The robot sits silent. It then appears to throw it hands in the air in frustration.,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_freeplay_reacttoface_identified_01_head_angle_40,2,369,o4-BzbvJXws,https://www.youtube.com/watch?v=o4-BzbvJXws,"It looks up, squints, waves its arms happily and chirps. | looks up and waves arms",0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
anim_freeplay_reacttoface_identified_02,2,455,F_ipANcMy2Y,https://www.youtube.com/watch?v=F_ipANcMy2Y,"The robot shakes it head as if to respond yes. | The robot was paying attention to something else. When it saw me, it showed gratitude for whatever I was doing.",0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
anim_freeplay_reacttoface_identified_02_head_angle_-20,2,368,o9DqnoMHTnA,https://www.youtube.com/watch?v=o9DqnoMHTnA,"It wakes up and nods quickly to go back to sleep. | looks up, nods with head and closes eyes",0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_freeplay_reacttoface_identified_02_head_angle_20,2,456,YRUsC5Y8nwg,https://www.youtube.com/watch?v=YRUsC5Y8nwg,"The robot appears to be looking up and down several times. | The robot appears to be doing nothing. Just when you think it's not going to do anything, it appears to laugh and experience joy.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_freeplay_reacttoface_identified_02_head_angle_40,2,367,6NiJlyLtuLY,https://www.youtube.com/watch?v=6NiJlyLtuLY,It looks up with a chirp. | nods slightly and squints,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
anim_freeplay_reacttoface_identified_03_head_angle_-20,2,366,ZAI0IVJvE8U,https://www.youtube.com/watch?v=ZAI0IVJvE8U,It looks down and lowers its arms with a noise. | looks down and moves arms toward floor,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_freeplay_reacttoface_identified_03_head_angle_20,2,454,66H7fWn1TTM,https://www.youtube.com/watch?v=66H7fWn1TTM,The robot looks up as if it is responding to someone speaking to it. | The robot appeared to be in deep thought. It showed interest as it looked up.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_freeplay_reacttoface_identified_03_head_angle_40,2,365,5tg4OFo7KOk,https://www.youtube.com/watch?v=5tg4OFo7KOk,"It looks up, makes a noise, slightly backs up and then forward. | looks up, moves back then forward",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_freeplay_reacttoface_like_01,2,453,lTycrNBqj0Q,https://www.youtube.com/watch?v=lTycrNBqj0Q,The robot seems startled as it widens its eyes and backs away. | The robot appeared somber at first. It then feinted surprise. It indicated alarm by hitting the ground in front of it several times.,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0
anim_freeplay_reacttoface_longname_01,2,364,AvHGOtbeBoQ,https://www.youtube.com/watch?v=AvHGOtbeBoQ,"It squints, moves forward while making a noise. | squints, moves forward slightly",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
anim_freeplay_reacttoface_sayname_01_head_angle_-20,2,452,8sLf5a31Rqc,https://www.youtube.com/watch?v=8sLf5a31Rqc,It movies it arms up and down rapidly while making a noise and moving slightly forward. | the robot work to head lift up and down,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
anim_freeplay_reacttoface_sayname_01_head_angle_20,2,363,51vUPFsdGKk,https://www.youtube.com/watch?v=51vUPFsdGKk,"It squints, moves its arms and head, making a noise. | squints, hits the floor with arms joyfully",0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
anim_freeplay_reacttoface_sayname_01_head_angle_40,2,451,zfmtNT084_I,https://www.youtube.com/watch?v=zfmtNT084_I,"It looks up, slams its arms up and down quickly while making a noise and moving slightly forward. | the robot work to sea a bottom and eye blink",0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
anim_freeplay_reacttoface_sayname_02,2,449,xuw5O-nlmHg,https://www.youtube.com/watch?v=xuw5O-nlmHg,"It moves back then forward, slamming it arms and nodding with a sound. | the robot work to eye blink and move",0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_freeplay_reacttoface_sayname_02_head_angle_-20,2,362,yydeW50jBPs,https://www.youtube.com/watch?v=yydeW50jBPs,"It moves back then forward, slamming its arms and making a sound. | lunges forward with its arms happily",0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
